job_id,title,role_name,company,city,work_mode,experience_level,min_experience,max_experience,industry,salary_lpa,posted_date,skills,description
JG-085,Power BI Developer,Power BI Analyst,ScalePoint,New Delhi,Hybrid,Intern,0,0,E-commerce,5.1,2026-01-10,Dashboarding|SQL|Communication|Excel|Power BI|DAX,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, SQL, Communication, Excel and strong reporting discipline."
JG-086,Reporting Analyst - Power BI,Power BI Analyst,SignalCraft,Pune,Remote,Entry,0,2,Logistics,6.2,2026-01-10,Python|DAX|SQL|Data Modeling|Power Query|Power BI,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Python, DAX, SQL, Data Modeling and strong reporting discipline."
JG-087,MIS Analyst,Reporting Analyst,Verity Health,Noida,On-site,Senior,5,8,Consulting,8.9,2026-01-08,Power Query|Stakeholder Management|SQL|Power BI|Communication|Excel,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Power Query, Stakeholder Management, SQL, Power BI and strong reporting discipline."
JG-088,Junior Data Analyst,Data Analyst,MetricHive,New Delhi,Hybrid,Entry,0,2,Logistics,4.7,2026-03-20,Tableau|Power BI|SQL|Dashboarding|Excel|Statistics,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Tableau, Power BI, SQL, Dashboarding and strong reporting discipline."
JG-089,Junior Data Analyst,Data Analyst,BlueOrbit Analytics,New Delhi,On-site,Entry,0,2,SaaS,5.2,2026-02-05,SQL|Statistics|Dashboarding|Excel|Data Cleaning|Python|Power BI,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes SQL, Statistics, Dashboarding, Excel and strong reporting discipline."
JG-090,Power BI Developer,Power BI Analyst,FlowGrid,Noida,Remote,Senior,5,8,SaaS,12.2,2026-01-09,DAX|Power BI|Dashboarding|Python|SQL|Excel|Communication,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes DAX, Power BI, Dashboarding, Python and strong reporting discipline."
JG-091,MIS Analyst,Reporting Analyst,TrueNorth Commerce,Noida,On-site,Entry,0,2,EdTech,4.3,2026-01-28,SQL|Data Cleaning|Power BI|Excel|Communication|Dashboarding,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes SQL, Data Cleaning, Power BI, Excel and strong reporting discipline."
JG-092,BI Reporting Analyst,BI Analyst,TrueNorth Commerce,Bengaluru,Hybrid,Entry,0,2,Consulting,5.2,2026-02-07,Communication|Excel|Power BI|DAX|ETL|SQL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Communication, Excel, Power BI, DAX and strong reporting discipline."
JG-093,Power BI Analyst,Power BI Analyst,SignalCraft,New Delhi,Hybrid,Mid,2,5,Healthcare,9.2,2026-01-16,DAX|Power BI|Stakeholder Management|Dashboarding|Data Modeling|Excel|SQL,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes DAX, Power BI, Stakeholder Management, Dashboarding and strong reporting discipline."
JG-094,Data Analyst - Reporting,Data Analyst,Verity Health,Pune,Hybrid,Mid,2,5,FinTech,6.1,2026-02-05,Python|Data Cleaning|SQL|Power BI|Excel|Communication,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Python, Data Cleaning, SQL, Power BI and strong reporting discipline."
JG-095,Junior Data Analyst,Data Analyst,PrimeBasket,Pune,On-site,Entry,0,2,Logistics,4.6,2026-02-28,SQL|Data Cleaning|Communication|Statistics|Excel|Dashboarding,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes SQL, Data Cleaning, Communication, Statistics and strong reporting discipline."
JG-096,BI Analyst,BI Analyst,SignalCraft,Pune,Hybrid,Intern,0,0,EdTech,3.8,2026-02-14,Documentation|Excel|SQL|Dashboarding|Power BI|Stakeholder Management,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Documentation, Excel, SQL, Dashboarding and strong reporting discipline."
JG-097,Business Analyst,Business Analyst,SignalCraft,Noida,Remote,Intern,0,0,Healthcare,4.4,2026-02-25,Excel|Power BI|Dashboarding|SQL|Statistics|A/B Testing|Documentation|Communication,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Excel, Power BI, Dashboarding, SQL and strong reporting discipline."
JG-098,Business Intelligence Analyst,BI Analyst,NexaPulse,Hyderabad,On-site,Mid,2,5,FinTech,7.9,2026-02-16,Documentation|Power BI|Dashboarding|Python|SQL|Communication,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Documentation, Power BI, Dashboarding, Python and strong reporting discipline."
JG-099,Operations Reporting Analyst,Reporting Analyst,BlueOrbit Analytics,Noida,On-site,Intern,0,0,EdTech,2.8,2026-01-24,Documentation|SQL|Data Cleaning|Dashboarding|Excel|Communication,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Documentation, SQL, Data Cleaning, Dashboarding and strong reporting discipline."
JG-100,Business Analyst,Business Analyst,TrueNorth Commerce,New Delhi,On-site,Senior,5,8,EdTech,8.9,2026-02-13,Documentation|Dashboarding|Communication|SQL|Stakeholder Management|Power BI|A/B Testing,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Documentation, Dashboarding, Communication, SQL and strong reporting discipline."
JG-101,BI Analyst,BI Analyst,ScalePoint,New Delhi,Hybrid,Entry,0,2,Consulting,5.9,2026-03-08,Excel|DAX|SQL|Stakeholder Management|ETL|Data Modeling|Power BI|Dashboarding,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Excel, DAX, SQL, Stakeholder Management and strong reporting discipline."
JG-102,MIS Analyst,Reporting Analyst,UrbanCart,Bengaluru,Remote,Mid,2,5,SaaS,5.6,2026-03-12,Python|Data Cleaning|Communication|SQL|Excel|Power BI,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Python, Data Cleaning, Communication, SQL and strong reporting discipline."
JG-103,BI Analyst,BI Analyst,HelioMetrics,Bengaluru,Remote,Senior,5,8,E-commerce,9.4,2026-01-10,SQL|Communication|Power BI|Dashboarding|Power Query|ETL|Excel,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes SQL, Communication, Power BI, Dashboarding and strong reporting discipline."
JG-104,BI Analyst,BI Analyst,TrueNorth Commerce,Bengaluru,On-site,Intern,0,0,Retail,3.7,2026-01-14,Power BI|Stakeholder Management|Power Query|Dashboarding|SQL|Tableau|Communication,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Stakeholder Management, Power Query, Dashboarding and strong reporting discipline."
JG-105,Reporting Analyst - Power BI,Power BI Analyst,LedgerLoop,Pune,Hybrid,Entry,0,2,SaaS,6.5,2026-03-02,Stakeholder Management|SQL|Power BI|Excel|DAX|Dashboarding,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Stakeholder Management, SQL, Power BI, Excel and strong reporting discipline."
JG-106,Data Analyst,Data Analyst,SignalCraft,New Delhi,Remote,Mid,2,5,FinTech,6.5,2026-01-17,SQL|Data Cleaning|Statistics|Python|Stakeholder Management|Power BI|Excel,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes SQL, Data Cleaning, Statistics, Python and strong reporting discipline."
JG-107,Data Analyst,Data Analyst,HelioMetrics,Noida,On-site,Mid,2,5,E-commerce,7.5,2026-03-15,Communication|Python|SQL|Statistics|Dashboarding|Excel|Data Cleaning,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Communication, Python, SQL, Statistics and strong reporting discipline."
JG-108,Data Analyst - Reporting,Data Analyst,HelioMetrics,Bengaluru,Remote,Intern,0,0,E-commerce,3.5,2026-02-12,Excel|Data Cleaning|Communication|SQL|Python|Power BI,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Excel, Data Cleaning, Communication, SQL and strong reporting discipline."
JG-109,Power BI Analyst,Power BI Analyst,BrightLane Logistics,Noida,On-site,Senior,5,8,E-commerce,12.7,2026-02-18,Dashboarding|DAX|Communication|Power BI|Python|Excel|Data Modeling|SQL,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, DAX, Communication, Power BI and strong reporting discipline."
JG-110,Data Analyst - Reporting,Data Analyst,BrightLane Logistics,Gurugram,Remote,Intern,0,0,Retail,3.2,2026-03-18,Power BI|Dashboarding|SQL|Excel|ETL|Communication|Statistics,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Dashboarding, SQL, Excel and strong reporting discipline."
JG-111,Reporting Analyst,Reporting Analyst,UrbanCart,New Delhi,Remote,Senior,5,8,E-commerce,7.5,2026-01-31,Python|SQL|Power Query|Dashboarding|Communication|Excel,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Python, SQL, Power Query, Dashboarding and strong reporting discipline."
JG-112,Business Analyst - Analytics,Business Analyst,Verity Health,Noida,Hybrid,Entry,0,2,Logistics,5.8,2026-02-06,Communication|SQL|Python|Excel|Stakeholder Management|Power BI,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Communication, SQL, Python, Excel and strong reporting discipline."
JG-113,MIS Analyst,Reporting Analyst,FlowGrid,Gurugram,Remote,Mid,2,5,E-commerce,7.2,2026-01-13,SQL|Excel|Stakeholder Management|Power BI|Communication|Dashboarding|Python,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes SQL, Excel, Stakeholder Management, Power BI and strong reporting discipline."
JG-114,Data Analyst - Reporting,Data Analyst,NexaPulse,Pune,Hybrid,Mid,2,5,Retail,5.7,2026-02-23,Documentation|SQL|Statistics|Power BI|Dashboarding|Communication,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Documentation, SQL, Statistics, Power BI and strong reporting discipline."
JG-115,Data Analyst,Data Analyst,TrueNorth Commerce,Gurugram,On-site,Senior,5,8,EdTech,9.7,2026-02-08,Communication|Dashboarding|SQL|Python|Power BI|Data Cleaning,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Communication, Dashboarding, SQL, Python and strong reporting discipline."
JG-116,Insights Analyst,Business Analyst,DataNook Consulting,Pune,Hybrid,Mid,2,5,SaaS,7.5,2026-02-23,Excel|SQL|Dashboarding|Stakeholder Management|Python|Power BI,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Excel, SQL, Dashboarding, Stakeholder Management and strong reporting discipline."
JG-117,Junior Data Analyst,Data Analyst,Verity Health,Bengaluru,Hybrid,Entry,0,2,Healthcare,5.0,2026-03-12,SQL|Python|Communication|Dashboarding|A/B Testing|Excel|Data Cleaning,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes SQL, Python, Communication, Dashboarding and strong reporting discipline."
JG-118,Data Analyst,Data Analyst,BrightLane Logistics,Noida,On-site,Intern,0,0,Consulting,3.1,2026-03-21,Stakeholder Management|Python|SQL|Excel|Power BI|Data Cleaning,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Stakeholder Management, Python, SQL, Excel and strong reporting discipline."
JG-119,Data Analyst,Data Analyst,NexaPulse,Gurugram,Hybrid,Entry,0,2,Retail,5.5,2026-02-01,Dashboarding|Data Cleaning|A/B Testing|Python|Power BI|SQL|Stakeholder Management|ETL,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, Data Cleaning, A/B Testing, Python and strong reporting discipline."
JG-120,Junior Data Analyst,Data Analyst,Verity Health,Bengaluru,On-site,Senior,5,8,Logistics,9.9,2026-01-25,Data Cleaning|Power BI|Communication|SQL|Dashboarding|Excel,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Power BI, Communication, SQL and strong reporting discipline."
JG-121,Reporting Analyst - Power BI,Power BI Analyst,NexaPulse,Hyderabad,Hybrid,Intern,0,0,Consulting,4.0,2026-01-18,Power BI|Python|Excel|Communication|DAX|Dashboarding|Stakeholder Management|SQL,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Python, Excel, Communication and strong reporting discipline."
JG-122,MIS Analyst,Reporting Analyst,LedgerLoop,Mumbai,On-site,Entry,0,2,FinTech,4.1,2026-01-16,Python|Communication|Excel|Power BI|Documentation|Data Cleaning,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Python, Communication, Excel, Power BI and strong reporting discipline."
JG-123,Junior Data Analyst,Data Analyst,SignalCraft,Bengaluru,On-site,Senior,5,8,Logistics,9.1,2026-03-17,SQL|Python|Tableau|Communication|Dashboarding|Statistics|ETL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes SQL, Python, Tableau, Communication and strong reporting discipline."
JG-124,Junior Data Analyst,Data Analyst,NexaPulse,Noida,Hybrid,Mid,2,5,Logistics,7.0,2026-01-17,Tableau|Python|ETL|Dashboarding|Power BI|Excel|A/B Testing|Communication,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Tableau, Python, ETL, Dashboarding and strong reporting discipline."
JG-125,Junior Data Analyst,Data Analyst,DataNook Consulting,New Delhi,Hybrid,Entry,0,2,Healthcare,5.2,2026-02-07,Data Cleaning|Dashboarding|Python|Statistics|SQL|Excel,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Dashboarding, Python, Statistics and strong reporting discipline."
JG-126,Junior Data Analyst,Data Analyst,PrimeBasket,Gurugram,Hybrid,Mid,2,5,Retail,6.8,2026-02-03,Python|SQL|Excel|Power BI|Communication|Data Cleaning,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Python, SQL, Excel, Power BI and strong reporting discipline."
JG-127,BI Reporting Analyst,BI Analyst,BrightLane Logistics,Gurugram,Remote,Entry,0,2,Healthcare,5.6,2026-02-27,Power BI|Data Cleaning|SQL|Excel|Dashboarding|Documentation,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Data Cleaning, SQL, Excel and strong reporting discipline."
JG-128,BI Reporting Analyst,BI Analyst,BlueOrbit Analytics,Pune,Remote,Senior,5,8,SaaS,10.2,2026-02-23,Data Modeling|Power Query|Excel|SQL|DAX|Communication|Dashboarding|Power BI,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Data Modeling, Power Query, Excel, SQL and strong reporting discipline."
JG-129,Business Intelligence Analyst,BI Analyst,InsightForge,Mumbai,On-site,Entry,0,2,SaaS,5.4,2026-03-05,Communication|ETL|Dashboarding|Python|Power BI|SQL|Power Query,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Communication, ETL, Dashboarding, Python and strong reporting discipline."
JG-130,Business Analyst,Business Analyst,ScalePoint,Noida,Hybrid,Mid,2,5,E-commerce,7.5,2026-01-15,Documentation|Dashboarding|Excel|Python|Communication|SQL,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Documentation, Dashboarding, Excel, Python and strong reporting discipline."
JG-131,Power BI Developer,Power BI Analyst,Acumen Retail,New Delhi,On-site,Entry,0,2,EdTech,6.3,2026-02-22,DAX|Power Query|Excel|SQL|Dashboarding|Power BI|Data Modeling,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes DAX, Power Query, Excel, SQL and strong reporting discipline."
JG-132,BI Reporting Analyst,BI Analyst,Acumen Retail,Bengaluru,Hybrid,Entry,0,2,EdTech,5.6,2026-02-13,Stakeholder Management|SQL|Dashboarding|Excel|Power BI|Power Query,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Stakeholder Management, SQL, Dashboarding, Excel and strong reporting discipline."
JG-133,Business Intelligence Analyst,BI Analyst,ScalePoint,New Delhi,Remote,Mid,2,5,EdTech,8.9,2026-02-21,Power BI|Stakeholder Management|SQL|Data Modeling|Python|Power Query,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Stakeholder Management, SQL, Data Modeling and strong reporting discipline."
JG-134,Operations Reporting Analyst,Reporting Analyst,MetricHive,Mumbai,Hybrid,Entry,0,2,Healthcare,4.9,2026-03-11,Stakeholder Management|SQL|Data Cleaning|Excel|Power BI|Dashboarding,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Stakeholder Management, SQL, Data Cleaning, Excel and strong reporting discipline."
JG-135,Data Analyst,Data Analyst,MetricHive,Noida,Hybrid,Mid,2,5,EdTech,7.4,2026-03-07,Python|SQL|Dashboarding|Data Cleaning|Excel|Tableau|Stakeholder Management,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Python, SQL, Dashboarding, Data Cleaning and strong reporting discipline."
JG-136,BI Reporting Analyst,BI Analyst,SignalCraft,New Delhi,On-site,Senior,5,8,Healthcare,9.7,2026-02-08,Excel|Communication|Power Query|Dashboarding|Power BI|SQL,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Excel, Communication, Power Query, Dashboarding and strong reporting discipline."
JG-137,BI Reporting Analyst,BI Analyst,HelioMetrics,Gurugram,On-site,Entry,0,2,Retail,6.2,2026-01-31,Power BI|Power Query|Dashboarding|Excel|DAX|Stakeholder Management|Data Modeling|SQL,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Power Query, Dashboarding, Excel and strong reporting discipline."
JG-138,Business Intelligence Analyst,BI Analyst,FlowGrid,Noida,Hybrid,Mid,2,5,E-commerce,7.4,2026-02-05,Dashboarding|ETL|Tableau|SQL|DAX|Python|Power BI,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, ETL, Tableau, SQL and strong reporting discipline."
JG-139,Business Analyst - Analytics,Business Analyst,MetricHive,Noida,Remote,Entry,0,2,EdTech,5.0,2026-01-29,Documentation|SQL|Communication|Excel|Data Cleaning|Dashboarding,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Documentation, SQL, Communication, Excel and strong reporting discipline."
JG-140,Reporting Analyst - Power BI,Power BI Analyst,SignalCraft,Bengaluru,Hybrid,Entry,0,2,Healthcare,6.7,2026-02-16,Python|Power BI|Excel|DAX|SQL|Dashboarding,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Python, Power BI, Excel, DAX and strong reporting discipline."
JG-141,Reporting Analyst - Power BI,Power BI Analyst,BrightLane Logistics,Bengaluru,Hybrid,Senior,5,8,Logistics,11.6,2026-01-28,Communication|Dashboarding|SQL|DAX|Power BI|Stakeholder Management|ETL|Power Query,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Communication, Dashboarding, SQL, DAX and strong reporting discipline."
JG-142,Power BI Analyst,Power BI Analyst,BrightLane Logistics,Bengaluru,Hybrid,Mid,2,5,Consulting,8.1,2026-03-17,Data Modeling|Power BI|Dashboarding|SQL|Excel|ETL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Data Modeling, Power BI, Dashboarding, SQL and strong reporting discipline."
JG-143,Data Analyst,Data Analyst,HelioMetrics,Pune,Remote,Mid,2,5,SaaS,6.5,2026-03-18,Python|Excel|SQL|Power BI|Dashboarding|A/B Testing|Communication|Stakeholder Management,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Python, Excel, SQL, Power BI and strong reporting discipline."
JG-144,Business Analyst,Business Analyst,DataNook Consulting,Bengaluru,On-site,Entry,0,2,SaaS,4.9,2026-02-23,Data Cleaning|Power BI|Documentation|Communication|SQL|Excel,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Power BI, Documentation, Communication and strong reporting discipline."
JG-145,BI Reporting Analyst,BI Analyst,UrbanCart,Mumbai,Hybrid,Entry,0,2,EdTech,4.9,2026-02-10,Excel|Power BI|DAX|SQL|Power Query|Tableau|Data Modeling,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Excel, Power BI, DAX, SQL and strong reporting discipline."
JG-146,Reporting Analyst - Power BI,Power BI Analyst,BlueOrbit Analytics,New Delhi,On-site,Mid,2,5,FinTech,8.3,2026-01-09,Python|Communication|Excel|ETL|Power Query|SQL|Data Modeling|Dashboarding,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Python, Communication, Excel, ETL and strong reporting discipline."
JG-147,Business Analyst,Business Analyst,HelioMetrics,Noida,Hybrid,Entry,0,2,E-commerce,5.3,2026-01-13,Excel|Dashboarding|Power BI|Statistics|Communication|SQL,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Excel, Dashboarding, Power BI, Statistics and strong reporting discipline."
JG-148,Operations Reporting Analyst,Reporting Analyst,TrueNorth Commerce,Hyderabad,On-site,Senior,5,8,Healthcare,8.3,2026-03-03,SQL|Dashboarding|Power Query|Communication|Excel|Power BI,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes SQL, Dashboarding, Power Query, Communication and strong reporting discipline."
JG-149,Business Intelligence Analyst,BI Analyst,BlueOrbit Analytics,Gurugram,Hybrid,Entry,0,2,SaaS,5.9,2026-02-27,SQL|Dashboarding|Data Modeling|ETL|Power BI|Python|Excel|Stakeholder Management,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes SQL, Dashboarding, Data Modeling, ETL and strong reporting discipline."
JG-150,MIS Analyst,Reporting Analyst,TrueNorth Commerce,Noida,On-site,Mid,2,5,FinTech,6.3,2026-01-14,Power BI|Dashboarding|Excel|Python|SQL|Documentation,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Power BI, Dashboarding, Excel, Python and strong reporting discipline."
JG-151,Data Analyst - Reporting,Data Analyst,Verity Health,Noida,Hybrid,Mid,2,5,E-commerce,6.5,2026-01-17,Dashboarding|Python|Power BI|Stakeholder Management|SQL|Excel,"Support business teams in Noida by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, Python, Power BI, Stakeholder Management and strong reporting discipline."
JG-152,Insights Analyst,Business Analyst,LedgerLoop,Mumbai,Remote,Entry,0,2,E-commerce,5.2,2026-02-18,Stakeholder Management|SQL|Excel|Documentation|Python|Power BI|Communication,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Stakeholder Management, SQL, Excel, Documentation and strong reporting discipline."
JG-153,Data Analyst,Data Analyst,Verity Health,New Delhi,Hybrid,Entry,0,2,FinTech,5.5,2026-03-03,Python|Power BI|Tableau|ETL|Stakeholder Management|Excel|SQL,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Python, Power BI, Tableau, ETL and strong reporting discipline."
JG-154,Data Analyst - Reporting,Data Analyst,Acumen Retail,New Delhi,Hybrid,Entry,0,2,SaaS,4.7,2026-02-15,Excel|SQL|Data Cleaning|Python|Communication|Statistics|Dashboarding|Power BI,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Excel, SQL, Data Cleaning, Python and strong reporting discipline."
JG-155,BI Reporting Analyst,BI Analyst,PrimeBasket,New Delhi,Hybrid,Senior,5,8,Consulting,10.1,2026-03-04,Data Cleaning|Power BI|SQL|Dashboarding|ETL|Tableau,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Power BI, SQL, Dashboarding and strong reporting discipline."
JG-156,Operations Reporting Analyst,Reporting Analyst,MetricHive,Mumbai,On-site,Mid,2,5,Logistics,5.3,2026-01-28,Excel|Communication|Python|Power BI|SQL|Data Cleaning,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Excel, Communication, Python, Power BI and strong reporting discipline."
JG-157,Business Intelligence Analyst,BI Analyst,LedgerLoop,Bengaluru,Remote,Entry,0,2,Retail,5.2,2026-02-01,Data Modeling|Communication|Dashboarding|DAX|Power BI|SQL|ETL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Data Modeling, Communication, Dashboarding, DAX and strong reporting discipline."
JG-158,BI Analyst,BI Analyst,BlueOrbit Analytics,Mumbai,On-site,Senior,5,8,E-commerce,10.9,2026-03-05,Communication|Excel|Python|DAX|Dashboarding|Power BI|SQL,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Communication, Excel, Python, DAX and strong reporting discipline."
JG-159,Insights Analyst,Business Analyst,SignalCraft,Bengaluru,On-site,Mid,2,5,Consulting,7.3,2026-03-02,Communication|Excel|Dashboarding|Stakeholder Management|Documentation|SQL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Communication, Excel, Dashboarding, Stakeholder Management and strong reporting discipline."
JG-160,Reporting Analyst,Reporting Analyst,LedgerLoop,Gurugram,Hybrid,Entry,0,2,Consulting,4.9,2026-03-01,Excel|Power BI|Data Cleaning|SQL|Dashboarding|Documentation,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Excel, Power BI, Data Cleaning, SQL and strong reporting discipline."
JG-161,Insights Analyst,Business Analyst,SignalCraft,Mumbai,On-site,Intern,0,0,EdTech,3.4,2026-02-22,Documentation|SQL|Excel|Python|Communication|Dashboarding|Power BI,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes Documentation, SQL, Excel, Python and strong reporting discipline."
JG-162,Operations Reporting Analyst,Reporting Analyst,SignalCraft,Hyderabad,Hybrid,Entry,0,2,Consulting,4.3,2026-02-18,Excel|Communication|SQL|Documentation|Stakeholder Management|Power BI,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Excel, Communication, SQL, Documentation and strong reporting discipline."
JG-163,Business Analyst,Business Analyst,NexaPulse,Hyderabad,On-site,Mid,2,5,Retail,6.6,2026-01-15,Data Cleaning|Python|Communication|Stakeholder Management|Excel|SQL,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Python, Communication, Stakeholder Management and strong reporting discipline."
JG-164,Data Analyst,Data Analyst,PrimeBasket,Gurugram,On-site,Entry,0,2,Healthcare,4.5,2026-02-04,Tableau|Power BI|Dashboarding|Excel|SQL|Python,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Tableau, Power BI, Dashboarding, Excel and strong reporting discipline."
JG-165,Insights Analyst,Business Analyst,NexaPulse,Bengaluru,Hybrid,Entry,0,2,Healthcare,6.1,2026-02-01,Python|Excel|Dashboarding|Communication|SQL|Power BI,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Python, Excel, Dashboarding, Communication and strong reporting discipline."
JG-166,Business Analyst - Analytics,Business Analyst,FlowGrid,Gurugram,Remote,Entry,0,2,SaaS,5.8,2026-01-25,Excel|Power BI|Stakeholder Management|Dashboarding|SQL|Communication,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Excel, Power BI, Stakeholder Management, Dashboarding and strong reporting discipline."
JG-167,Business Intelligence Analyst,BI Analyst,PrimeBasket,Hyderabad,Hybrid,Entry,0,2,Healthcare,5.7,2026-03-02,Dashboarding|Power BI|Communication|Stakeholder Management|ETL|Data Modeling|SQL,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, Power BI, Communication, Stakeholder Management and strong reporting discipline."
JG-168,Junior Data Analyst,Data Analyst,InsightForge,Hyderabad,On-site,Entry,0,2,Logistics,5.1,2026-03-07,SQL|Excel|Power BI|Dashboarding|ETL|Documentation,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes SQL, Excel, Power BI, Dashboarding and strong reporting discipline."
